item_id,clean_text,domain_group,WSCG_Nodes,WSCG_Depth,Syntactic_MDD,Syntactic_Depth,Knowledge_NER_Density,Knowledge_Zipf_Rarity,Semantic_Concreteness,adversarial_raw_count,word_count,Adversarial_Score
149,"Layup drill in basketball: A man in an outdoor basketball court explains how to do layup drills with both arms, over hand, underhand, right and left hand layup with two steps. He",activitynet,19,5.5,4.4,7,5.4054,3.5606,3.3507,0,37,-0.7461890192855034
150,Layup drill in basketball: He then goes to the hash marks on the court and shows various variations of a layup from various distances and how to do the drills for practice. He,activitynet,17,1.5,3.6061,6,2.8571,3.7646,2.5443,0,35,-0.6345060821268633
151,Tennis serve with ball bouncing: The man in brown shirt is standing next to a pile of tennis ball while he is talking to the camera. He,activitynet,12,1.5,2.9231,3,0.0,3.2423,3.2348,0,29,-0.2994572706509435
152,Tennis serve with ball bouncing: The man in brown shirt is standing next to a pile of tennis ball while he is talking to the camera. He played tennis ball with another person. The man in purple shirt,activitynet,17,2.0,2.7297,3,0.0,3.1605,3.3616,0,41,-0.9695548936027836
153,Playing violin: A group of people are sitting in a sauna fully clothed. One guy stands up with a violin. The guy begins playing the violin and dancing. The guy,activitynet,13,2.5,2.6,4,2.9412,3.2959,3.1644,0,34,-0.5786646135475435
154,Playing violin: One guy stands up with a violin. The guy begins playing the violin and dancing. The guy kicks his shoe off while dancing. The guy,activitynet,13,2.5,2.4074,4,3.2258,3.3267,3.325,0,31,-0.4111402078095834
155,Playing harmonica: The harmonica is held up and shown. A person,activitynet,6,1.0,2.8182,2,0.0,3.5,3.0144,0,13,0.5940062266181766
156,Playing harmonica: The harmonica is held up and shown. A person holds a harmonica between his hands a plays a song. The person,activitynet,10,1.5,2.7391,3,0.0,3.385,2.9378,0,26,-0.1319328649129834
157,Playing violin: A young man plays the violin on a sidewalk for people passing by in downtown area. Two students,activitynet,10,1.0,3.0,6,4.5455,3.1158,3.3224,0,22,0.09143300940429655
158,Hand car wash: The camera zooms in to show the car's front right wheel. The camera zooms out to show the man spraying the car with soap. The camera,activitynet,14,4.5,2.6,5,0.0,3.3613,3.3812,0,33,-0.5228231449682235
159,"Hand car wash: The camera zooms in again to show the soap running down the back of the car, then the camera moves to show the left side of the car. Then two men",activitynet,17,5.0,3.2857,7,2.7027,3.0915,3.1053,0,37,-0.7461890192855034
160,Using the rowing machine: A woman in an orange shirt is sitting on an exercise machine. She,activitynet,7,1.0,3.4706,3,0.0,3.3337,3.175,0,19,0.2589574151422567
161,Kite flying: A person hangs onto the handles of a kite flying overhead. The kite,activitynet,6,1.0,2.5333,5,0.0,3.8778,3.1869,0,17,0.37064035230089654
162,Washing face: People are rowing down a body of water. A guy,activitynet,7,0.5,2.5833,4,0.0,2.9229,3.5225,0,14,0.5381647580388565
163,Hand car wash: A graphic introduces the hand car wash video. The car,activitynet,10,1.5,2.6923,4,0.0,3.045,3.75,0,15,0.4823232894595366
164,Hand car wash: A graphic introduces the hand car wash video. The car is washed first gently with soap. Next,activitynet,13,1.5,2.55,4,4.3478,3.2377,3.4142,0,23,0.03559154082497651
165,"Hand car wash: Next, the tires are soaped and washed thoroughly. After that, the car's engine is steam cleaned. A final spot free rinse",activitynet,13,1.5,2.4444,3,0.0,3.552,3.0014,0,30,-0.35529873923026334
166,Putting on makeup: A woman is seen putting makeup on her face and leads into several pictures of makeup. Many more pictures of products are shown with text across the screen. More pictures of products,activitynet,16,3.0,2.7429,5,0.0,3.0906,3.0677,0,38,-0.8020304878648232
167,Having an ice cream: There is a woman eating ice cream from a tub and talking to the camera man. And he,activitynet,11,1.0,2.8571,5,0.0,3.0127,3.15,0,24,-0.020249927754343533
168,"Having an ice cream: There is a woman eating ice cream from a tub and talking to the camera man. And he tries to look into the tub, but she pulls it away. The camera person",activitynet,16,1.0,2.8889,5,0.0,3.05,3.0491,0,40,-0.9137134250234633
169,Playing harmonica: A man is shown standing in front of a blue background as many harmonicas are shown and he starts playing them. He is then shown speaking into the camera and going into detail with regards to the products features. He,activitynet,18,12.0,3.1429,6,0.0,3.2605,2.6575,0,45,-1.1929207679200633
170,Playing violin: A violinist is playing the violin in a music room. She,activitynet,6,0.5,3.3077,3,0.0,3.3957,3.2873,0,15,0.4823232894595366
171,Putting in contact lenses: A woman in a suit is talking to a camera. A woman,activitynet,7,0.5,3.0,3,0.0,3.1025,2.9607,0,18,0.3147988837215765
172,Putting in contact lenses: A woman in a suit is talking to a camera. A woman is putting contact lenses into her eyes. Contact lenses,activitynet,11,1.0,2.76,3,0.0,3.2307,3.0455,0,28,-0.24361580207162348
173,Running a marathon: A crowd watches as several runners in a race jog past. They all,activitynet,10,3.0,3.3125,4,0.0,3.5125,2.7557,0,18,0.3147988837215765
174,Having an ice cream: A small child seated at a table eats ice cream with a spoon while people walk by in the background. A pair of adult hands,activitynet,14,1.0,3.1379,4,0.0,3.1065,3.1833,0,31,-0.4111402078095834
175,Having an ice cream: A small child seated at a table eats ice cream with a spoon while people walk by in the background. A pair of adult hands briefly enter the camera frame in the foreground. The child,activitynet,18,1.0,3.0769,4,0.0,3.2074,3.1154,0,42,-1.0253963621821034
176,Rollerblading: There's a woman with red colored hair wearing a black tank top and printed black tights skating on roller blades through the streets of a city. The streets,activitynet,13,1.5,3.1667,9,0.0,3.52,3.3585,0,32,-0.4669816763889034
177,Rollerblading: There's a woman with red colored hair wearing a black tank top and printed black tights skating on roller blades through the streets of a city. The streets don't have any cars but people are riding bikes or skateboarding. The woman,activitynet,22,3.0,2.9773,9,0.0,3.464,3.1986,7,47,5.695396294921297
178,"BMX: The bikers are biking on the ramp, while on the starting line the group of bikers are in positioned. The small fence was put down the the bikers went bike racing over the big ramps. The spectators",activitynet,14,1.0,3.7692,5,0.0,3.7361,2.5968,0,42,-1.0253963621821034
179,Ice fishing: A man is kneeling on the ice with another beside hide pulling string out of a hole. They,activitynet,9,1.0,3.35,4,0.0,3.3822,3.1489,0,22,0.09143300940429655
180,Ice fishing: They continue to pull the string while the man beside him grabs a hook. He places the hook near the hole but the man grabs a fish on a string. The fish,activitynet,15,1.5,2.9697,5,0.0,3.2476,3.1013,0,37,-0.7461890192855034
181,Playing water polo: A group of people wearing swim caps move around a pool and toss a ball around with a man on the sides waving a flag. They,activitynet,14,0.5,3.4483,5,0.0,3.1873,3.1226,0,31,-0.4111402078095834
182,Playing water polo: A group of people wearing swim caps move around a pool and toss a ball around with a man on the sides waving a flag. They play a game of water polo and throw the ball around to each other. One,activitynet,21,1.0,3.2955,5,2.1277,3.1105,3.0512,0,47,-1.3046037050787034
183,Layup drill in basketball: We see an image and a title card. We see a man playing basketball. The shot he made is seen in reverse. We,activitynet,12,1.5,2.3333,4,3.2258,3.2067,3.1862,0,31,-0.4111402078095834
184,Layup drill in basketball: We see a title card on black. A man is shooting basketball in a gym. We see a man dunk the ball twice. We,activitynet,11,1.0,2.5714,3,3.125,3.285,3.3796,0,32,-0.4669816763889034
185,Playing violin: A woman in a dress holding a violin addresses an audience. The woman plays the violin as other musicians look on. The woman,activitynet,10,1.0,3.28,5,0.0,3.2936,3.0433,0,28,-0.24361580207162348
186,Longboarding: A boy skateboard on a road jumping and flipping the skateboard in the street. A skateboard,activitynet,9,2.0,2.8235,6,0.0,4.1178,3.1527,0,19,0.2589574151422567
187,Longboarding: A boy skateboard on a road jumping and flipping the skateboard in the street. A skateboard leans on a tree. Then,activitynet,11,2.0,2.6818,6,0.0,4.0855,3.0758,0,25,-0.07609139633366335
188,Getting a piercing: A girl is seen laying on a table with a man piercing her belly button below her. The girl,activitynet,8,0.5,2.8182,5,0.0,3.2109,3.1759,0,24,-0.020249927754343533
189,Hand washing clothes: A young man is washing clothes inside a bathroom sink as he talks to the camera. Initially he,activitynet,10,1.0,3.1905,4,0.0,3.21,3.365,0,23,0.03559154082497651
190,Hand washing clothes: A young man is washing clothes inside a bathroom sink as he talks to the camera. Initially he starts to wash the clothes with both hands. Afterwards he,activitynet,13,2.5,2.9677,4,0.0,3.2094,3.2296,0,34,-0.5786646135475435
191,Hand washing clothes: Initially he starts to wash the clothes with both hands. Afterwards he adds more soap using two different bottles to the sink. Subsequently he,activitynet,15,2.5,2.6296,4,3.3333,3.3786,3.1436,0,30,-0.35529873923026334
192,Cutting the grass: A man touches his faces and waves. The man,activitynet,7,1.5,2.6667,4,0.0,3.2043,3.0667,0,14,0.5381647580388565
193,Disc dog: We see the title introducing us to jesse. Jesse the dog,activitynet,7,1.0,2.2308,5,0.0,3.4757,3.216,0,15,0.4823232894595366
194,Disc dog: We see the title introducing us to jesse. Jesse the dog runs and catches frisbee. We,activitynet,9,1.0,2.2222,5,0.0,3.66,3.1892,0,21,0.1472744779836166
195,Disc dog: We see the title introducing us to jesse. Jesse the dog runs and catches frisbee. We see jesse close up in the camera. Jesse,activitynet,12,1.5,2.4231,5,3.3333,3.5921,3.2174,0,30,-0.35529873923026334
196,Disc dog: Jesse the dog runs and catches frisbee. We see jesse close up in the camera. Jesse is running around catching the frisbee the lady throws. We,activitynet,12,1.0,2.6429,5,3.125,3.6356,3.2345,0,32,-0.4669816763889034
197,Disc dog: Jesse is running around catching the frisbee the lady throws. We see five still shots of jesse jumping in the air. Jesse,activitynet,11,1.0,2.625,6,11.1111,3.6154,3.1478,0,27,-0.18777433349230344
198,Cutting the grass: A first person view is seen of a man riding a riding lawn mower. He,activitynet,9,2.0,2.9444,4,5.0,3.287,3.2528,0,20,0.20311594656293663
199,"Cutting the grass: A first person view is seen of a man riding a riding lawn mower. He takes turns quickly, mowing the lawn. He",activitynet,11,2.0,2.7692,4,3.4483,3.3907,3.26,0,29,-0.2994572706509435
200,Hand car wash: . A colorful intro with a lot of flashing words,activitynet,7,1.5,1.6667,3,0.0,3.3162,3.1882,0,14,0.5381647580388565
201,Hand car wash: A colorful intro with a lot of flashing words flash across the screen along with a logo and a banner with foreign language written on it. A woman dressed in an orange and red dress and scarf,activitynet,18,2.0,3.0,8,0.0,3.3052,3.0308,0,42,-1.0253963621821034
202,Hand car wash: The woman from before who is dressed in an orange and red dress appears again and is still holding the white paper as she talks. Flashing words,activitynet,13,2.0,4.3667,7,0.0,3.0907,3.0185,0,32,-0.4669816763889034
203,Cutting the grass: A girl is riding on a yellow riding lawn mower on a very large yard filled with green grass. When the girl,activitynet,10,2.0,3.68,5,0.0,3.3807,3.2676,0,27,-0.18777433349230344
204,Cutting the grass: When the girl reaches the end of the yard she makes a turn and drives up in the same direction she just came from. When she,activitynet,11,2.0,2.5,4,0.0,3.0664,2.6092,0,31,-0.4111402078095834
205,Shuffleboard: The video starts with several people playing shuffleboard on a shuffleboard court. One person,activitynet,10,3.0,3.0,4,5.8824,3.6378,3.6808,0,17,0.37064035230089654
206,Shuffleboard: One person makes a shot with a black puck. The next person makes a shot with a yellow puck. The people,activitynet,11,2.5,2.8182,3,4.0,3.145,3.2085,0,25,-0.07609139633366335
207,"Playing water polo: One of the swimmers is underwater, trying to reach the ball. He throws the ball across to another swimmer who catches the ball. Two swimmers",activitynet,12,2.5,3.069,5,6.25,3.535,3.063,0,32,-0.4669816763889034
208,Playing water polo: Two swimmers are under water trying to reach the ball. They pass the ball around as they swim through the water. Then the swimmers,activitynet,13,6.0,2.3462,4,3.3333,3.2038,3.0304,0,30,-0.35529873923026334
209,Sharpening knives: A knife is put into a sharpener and moved back and forth and used on a circular sharpener. A pair of scissors,activitynet,11,0.5,2.9167,5,0.0,4.201,2.7505,0,26,-0.1319328649129834
210,Sharpening knives: A knife is put into a sharpener and moved back and forth and used on a circular sharpener. A pair of scissors is sharpened on the sharpener. The scissors,activitynet,13,1.0,2.7742,5,0.0,4.3715,2.7759,0,34,-0.5786646135475435
211,Washing face: A woman talks to the camera while bathing a baby in the bathtub. The woman demonstrates a small scrubbing pad to the camera. The woman,activitynet,14,1.0,2.9259,4,0.0,3.4107,3.0629,0,30,-0.35529873923026334
212,"Snow tubing: A little girl sled in an inflatable boat hold to a string on front a man, suddenly she falls in a hollow. People carry sled boats and the little girl is in a sled boat. After a group of people",activitynet,19,3.0,4.0465,5,0.0,3.2843,3.254,0,46,-1.2487622364993836
213,Cricket: Several men are seen hosting a news segment that leads into clips of people playing a game together and arguing with one another. More shots of people playing,activitynet,12,3.0,2.6897,10,0.0,2.946,2.9496,0,31,-0.4111402078095834
214,Cricket: Several men are seen hosting a news segment that leads into clips of people playing a game together and arguing with one another. More shots of people playing are shown as well as people celebrating and walking away. More shots,activitynet,16,3.0,2.6585,10,0.0,2.941,2.8456,0,44,-1.1370792993407435
215,Washing face: A girl is shown washing and scrubbing her face several times while speaking into the camera. She,activitynet,11,5.5,3.3158,5,0.0,3.213,3.1311,0,21,0.1472744779836166
